id,workflow,task,quality,micro,failed_tags,query
execution_client_review_report_repaired_014,"Execution, Monitoring, Reporting, and Operations",Client review report,10,0.8888888888888888,FP3,"Prepare a drawdown and recovery watch brief for Pinecrest Tactical Allocation. Calculate peak-to-trough drawdown from the two account values, compute the benchmark-relative performance gap in basis points, classify the drawdown status, decide whether a recovery plan is required, and state the next review date if Watch status applies Frame the note for inclusion in a client review package. Produce the drawdown and recovery watch brief under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the drawdown and recovery watch brief with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_client_review_report_repaired_024,"Execution, Monitoring, Reporting, and Operations",Client review report,10,0.8888888888888888,FP3,"Create a bond maturity ladder monitoring table for Granite Municipal Ladder. For each maturity bucket, show target, actual, drift, and whether it is inside the 5.0 percentage point band; test the largest single-year maturity against the 25.0% limit; compare ladder return with the benchmark; and state whether Rebalance review is required Frame the note for inclusion in a client review package. Produce the bond maturity ladder monitoring table under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the bond maturity ladder monitoring table with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_risk_alert_generation_repaired_026,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,10,0.8888888888888888,FP3,"Prepare a hedge effectiveness alert for the Sterling Mortgage Pipeline Hedge. Use only the supplied documents, cite current coverage, target band, and prior-day coverage, calculate the shortfall from the lower band boundary, identify the direction of drift, mention the supplied driver, name the desk owner, and include the required next step. Produce the hedge effectiveness alert under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the hedge effectiveness alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_trade_loan_investment_execution_check_repaired_011,"Execution, Monitoring, Reporting, and Operations",Trade / loan / investment execution check,10,0.875,FP3,"Review Oakline Income Account confirmation readiness. Check whether the draft includes each required fixed-income confirmation field, calculate the omitted mark-up per 100 and total mark-up dollars from the dealer purchase price and customer price, determine Ready to send or Confirmation incomplete, and specify the missing disclosure fields. Ground the answer in the supplied documents only. Produce the fixed-income confirmation readiness checklist under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the fixed-income confirmation readiness checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the fixed-income confirmation readiness checklist with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_portfolio_monitoring_repaired_008,"Execution, Monitoring, Reporting, and Operations",Portfolio monitoring,10,0.8181818181818182,FP3,"Create a tax-loss harvesting monitor for Aspen Taxable Growth Account. Review each listed lot, test both the dollar-loss and percentage-loss thresholds, identify any 30-day purchase blocker, classify each lot as Candidate, Blocked, or Not candidate, and include the exact wording ""tax outcome not guaranteed."" Use only the provided tax lot report and rules. Produce the tax-loss harvesting monitor under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the tax-loss harvesting monitor with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_risk_alert_generation_repaired_011,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,10,0.8181818181818182,FP3,"Write a delinquency trend alert for CLP 2024-A. Use only the supplied documents, cite current and prior delinquency rates, calculate the percentage-point increase, compare the current delinquency rate with the 6.0% trigger, state that the net charge-off trigger was not crossed, identify the surveillance owner, and include the servicer commentary request and due date. Produce the delinquency trend alert under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the delinquency trend alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_risk_alert_generation_repaired_016,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,10,0.8181818181818182,FP3,"Write a NAV movement alert for Evergreen Alternatives. Use only the supplied documents, cite both NAV values, calculate the percentage move, compare it with the greater-than-4.0% threshold, state that the NAV is estimated and final administrator NAV is pending, include the reported attribution, identify the fund accounting owner, and include the expected final NAV date. Produce the NAV movement alert under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the NAV movement alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_risk_alert_generation_repaired_021,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,10,0.7777777777777778,FP3,"Generate an FX exposure alert for International Dividend Model. Use only the supplied documents, cite the JPY and EUR exposures and IPS maximum, calculate the JPY excess over the maximum, identify EUR as within limit, state that the alert is based on unhedged currency exposure rather than issuer domicile, and include the model manager plus currency overlay desk contact. Produce the FX exposure alert under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the FX exposure alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_trade_loan_investment_execution_check_repaired_003,"Execution, Monitoring, Reporting, and Operations",Trade / loan / investment execution check,10,0.7777777777777778,FP2;FP3,"Complete a loan funding release checklist for Mason Ridge LLC. Reconcile the approved loan amount to the requested wire amount, calculate the overage, test each condition precedent in the closing checklist, decide Release funds or Hold for funding, assign the owner for any open condition, and state the exact blocker that prevents release. Use loan funding terminology and only the provided materials. Produce the loan funding release checklist under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision. Open the loan funding release checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_board_regulatory_reporting_repaired_012,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,9,0.875,FP3,"Write a management committee regulatory readiness brief for Northgate Funds. Apply one readiness label, distinguish blockers from approval-only conditions, list missing or pending artifacts, include the internal due dates, and state what must happen before pre-clearance. Produce the management committee regulatory readiness brief under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the management committee regulatory readiness brief with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_reconciliation_repaired_016,"Execution, Monitoring, Reporting, and Operations",Reconciliation,6,0.9,QV5,"Create a custodian holdings tie-out matrix for Pinecrest Balanced Portfolio. List every asset from the internal holdings, compare it with the custodian amount, compute the difference using shares, par, or dollars as appropriate, evaluate the absence of a BlueRail pending trade, and mark which line remains open with its owner. Produce the custodian holdings tie-out matrix under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the custodian holdings tie-out matrix with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_risk_alert_generation_repaired_022,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,5,0.875,QV5,"Prepare a watchlist escalation alert for Redwood Packaging. Use only the supplied documents, cite the current and prior internal scores, determine which watchlist triggers are met, include exposure, name the escalation owner, identify the committee date, and list the required materials for that meeting. Produce the watchlist escalation alert under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the watchlist escalation alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the watchlist escalation alert to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_board_regulatory_reporting_repaired_008,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,4,0.875,QV5,"Prepare an issuer concentration board report for Ridge Strategic Bond Fund. Rank issuers by exposure, show exposure figures to one decimal place, calculate top-three combined exposure, identify any single-issuer or top-three breach, include the portfolio manager proposed action for each breach, and cite the source document for limits and exposures. Produce the issuer concentration board report under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the issuer concentration board report with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the issuer concentration board report to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_risk_alert_generation_repaired_023,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,4,0.8181818181818182,QV2;QV5,"Draft a vendor risk alert for the NorthBridge Data Services incident. Use only the provided documents, cite the incident notification status, identify the affected production data feed, separate known facts from unknowns, include the last clean valuation file date, do not state that client data was exfiltrated, name the business owner, and include the required actions with deadline. Produce the vendor risk alert under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the vendor risk alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_loan_application_repaired_006,Intake and Profiling,Loan application intake,10,0.9285714285714286,FP3,"Draft a credit authorization and privacy-consent hold note for Finch Solar Services LLC. Use only the provided context and cite visible material labels. State whose authorizations or acknowledgements are present, whose are missing, whether the file must stay on consent hold, and what actions intake may and may not take. Calculate DSCR only as intake triage, and do not quote terms or imply approval likelihood. Produce the credit authorization and privacy-consent hold note under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the credit authorization and privacy-consent hold note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_service_scope_repaired_010,Intake and Profiling,Service scope explanation,10,0.9285714285714286,FP3,"Rewrite the internal draft into client-appropriate wording for Greenline Studio LLC. use only the provided materials. Remove internal jargon and threatening language, accurately list the missing authority and ownership information, and explain that review cannot continue until required information is received. Do not say KYC failed, legal will reject the account, or that a final decision has been made. Produce the client wording conversion under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the client wording conversion with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_loan_application_repaired_001,Intake and Profiling,Loan application intake,10,0.9166666666666666,FP3,"Build a loan-document checklist for Aster Creek Manufacturing LLC. Use only the provided context and cite visible material labels for each item. Present the output as a table with columns: requirement, evidence located, gap status, borrower follow-up, and source. Include the DSCR calculation, flag whether the 1.20 policy threshold is triggered, identify stale or missing intake items, and do not approve or decline the loan. Produce the loan-document checklist under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the loan-document checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_loan_application_repaired_011,Intake and Profiling,Loan application intake,10,0.9166666666666666,FP3,"Create an owner-threshold roster for Kestrel Data Systems Inc. Use only the provided context and cite visible material labels. List owners at or above the 20 percent threshold, mark required fields as complete or missing, note whether below-threshold owners require follow-up under the provided policy, and identify credit authorization gaps. Do not request information from below-threshold owners unless the policy trigger is met. Produce the owner-threshold roster under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the owner-threshold roster with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_missing_information_checklist_repaired_005,Intake and Profiling,Missing information checklist,10,0.9166666666666666,FP3,"Prepare a next-stage readiness gate note for the Lakefront Bakery Group loan intake. Use only the provided context. State a Pass, Conditional pass, or Stop decision for moving to underwriting, then support it with a blocker list and a non-blocker follow-up list. cite visible material labels, compare requested use of proceeds to supporting quotes, assign owners and policy due dates for blockers, and do not approve or decline the loan. Produce the next-stage readiness gate under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the next-stage readiness gate with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_counterparty_issuer_profile_construction_repaired_007,Intake and Profiling,Counterparty / issuer profile construction,10,0.9090909090909091,FP3,"Turn the Vale Street Renewables Holdings file into an entity hierarchy map. Use only the provided context. Format the map as an indented outline, then add a Missing Links list. Preserve legal names, suffixes, jurisdictions, ownership percentages, and control rights. cite visible material labels for the missing links and label unknown beneficial owners as unknown instead of inferring them. Produce the entity hierarchy map under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the entity hierarchy map with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_counterparty_issuer_profile_construction_repaired_017,Intake and Profiling,Counterparty / issuer profile construction,10,0.9090909090909091,FP3,"Prepare a supplier finance obligor profile for Briarfield Outdoor Supply Co. Work only from the context. Discuss buyer relationship, invoice volumes, disputes, payment history, DPO, concentration, financial-statement age, and missing evidence. Recalculate DPO and disputed-invoice percentage, flag profile concerns under the standard, cite visible material labels for concerns, and do not approve purchase of invoices. Produce the supplier finance obligor profile under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the supplier finance obligor profile with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_loan_application_repaired_016,Intake and Profiling,Loan application intake,10,0.9090909090909091,FP3,"Draft an affiliate/business-ownership addendum request for Prairie Wind Foods LLC. Use only the provided context and cite visible material labels. Identify the Form 1919 trigger, list the missing addendum fields for each disclosed related business, explain why the gap matters for intake documentation, and avoid making affiliation-size or eligibility determinations. Include DSCR only if it is directly useful to the request. Produce the affiliate/business-ownership addendum request under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the affiliate/business-ownership addendum request with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_loan_application_repaired_023,Intake and Profiling,Loan application intake,10,0.9090909090909091,FP3,"Create a guarantor signature packet tracker for Willow Bay Construction Inc. Use only the provided context and cite visible material labels. Track each 20 percent or greater owner, credit authorization status, guarantor information status, entity-owner look-through needs, and signature gaps. State whether the packet is complete for intake handoff, but do not opine on guaranty enforceability or approve the loan. Produce the guarantor signature packet tracker under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the guarantor signature packet tracker with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_client_risk_profiling_repaired_010,Intake and Profiling,Client risk profiling,10,0.9,FP3,"Create a short onboarding hold note for Victor Chen's profile, focused on whether missing trusted-contact and authority information affects use of the profile. Separate servicing facts from recommendation-use blockers and identify the single fastest document request. Produce the onboarding hold note for profile authority gap under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the onboarding hold note for profile authority gap with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
