bench_id,workflow,task,sem_tags,task_pass_count,selection_score,query
tonight_hard_line_157,Intake and Profiling,Missing information checklist,DB4;DB9;EG1;EG2;EG5;FP3;QV2,3,14.697,"Write an authorization gap notice for the Willow Hart joint advisory file. Use only the provided context. Format the notice as exactly four bullets: Missing authorization, Evidence conflict, Client follow-up, and Internal hold. Explain which signatures or authority evidence are absent, cite visible material labels, identify blocker versus non-blocker items, and avoid recommending any investment action while the authority gap remains. Produce the authorization gap notice under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the authorization gap notice with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the authorization gap notice with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_124,Risk and Compliance Review,Regulatory issue escalation,DB4;DB9;EG1;EG2;EG5;FP1;QV2,3,14.647,"Prepare an exam-finding escalation response outline for ESC-2016 with headings Finding summary, Client impact, Validation plan, Response deadline, Owner, and Open issues. cite visible material labels, decide whether CCO, CFO, and Legal escalation is required, preserve the June 15 2026 response deadline, identify validation gaps, and do not promise a final restitution amount. Produce the exam-finding escalation response outline under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the exam-finding escalation response outline with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_074,Risk and Compliance Review,Stress testing,DB9;EG1;EG2;EG3;EG5;QV1;QV2,5,14.609,"Build a CSA exposure stress table. Recalculate unsecured stressed exposure for each counterparty after the downgrade resets the CSA threshold to zero, subtract only eligible collateral listed in the context, flag counterparties above the $5,000,000 unsecured exposure limit, and specify whether credit officer approval is needed. Produce the CSA threshold exposure stress under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision. Open the CSA threshold exposure stress with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_032,Risk and Compliance Review,Stress testing,DB9;EG1;EG2;EG3;EG5;FP2;FP3;QV1;QV2,5,14.243,"Prepare a consumer loan recession-loss estimate. For each segment, multiply exposure at default by stressed PD and stressed LGD, then total the expected stress loss. Compare the total with the $4,700,000 quarterly provision buffer, identify the segment contributing the largest loss, and keep the conclusion to one paragraph after the table. Produce the consumer loan recession-loss estimate under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the consumer loan recession-loss estimate with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the consumer loan recession-loss estimate with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_085,Intake and Profiling,Service scope explanation,DB4;DB5;DB6;DB7;DB9;EG1;EG2;EG3;FP1;QV2,3,14.154,"Write a service limitation explanation for Northstar Family Office about the trust-account intake question. Use only the context. In two short paragraphs followed by a bullet list, distinguish what intake staff can check from what they cannot decide. Mention the signed W-9 and trust authority items still needed. Avoid tax or legal advice and avoid saying the unsigned W-9 is acceptable. Produce the service limitation explanation under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the service limitation explanation with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the service limitation explanation to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_357,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,DB4;DB9;EG1;EG2;QV2,4,13.926,"Draft a rating downgrade alert for Northvale Health Systems. Use only the supplied documents, cite the downgrade and exposure facts, verify whether both the below-investment-grade and 1.5% NAV triggers are met, identify the split-rating status, do not imply Agency B downgraded the issuer, name the analyst, and include the required watch-list and credit committee timing. Produce the rating downgrade alert under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the rating downgrade alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the rating downgrade alert with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_110,Decision and Structuring,Portfolio proposal,DB4;DB9;EG1;EG2;EG5;QV2,2,13.897,"Prepare a municipal bond allocation proposal for Sage Taxable Portfolio. Present the output as current and pro forma exposure table. Use only the provided documents and cite the visible material labels for material facts. The proposal must calculate pro forma in-state municipal exposure; verify whether the A rating meets policy; recommend proceed, resize, or decline; and avoid giving tax advice beyond portfolio context. Address the client objective, current portfolio facts, and policy constraints supplied in the context. Produce the municipal bond allocation proposal under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the municipal bond allocation proposal with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the municipal bond allocation proposal to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_175,Decision and Structuring,Portfolio proposal,DB4;DB9;EG1;EG2;EG5;QV2,2,13.897,"Prepare a tactical overlay proposal for Northgate Balanced Portfolio. Present the output as bulleted overlay note. Use only the provided documents and cite the visible material labels for material facts. The proposal must calculate post-overlay weights; compare the tilt with the plus or minus 4 percentage point band; decide approve, scale back, or reject; and avoid market-timing certainty language. Address the client objective, current portfolio facts, and policy constraints supplied in the context. Produce the tactical overlay proposal under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the tactical overlay proposal with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the tactical overlay proposal to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_038,Intake and Profiling,Counterparty / issuer profile construction,DB4;DB7;DB9;EG1;EG2;QV2,4,13.893,"Build a green bond issuer use-of-proceeds profile for Prairie Loop Transit Authority relying only on the context. Summarize project categories, allocation amounts, unallocated proceeds, governance, reporting commitment, external review status, and missing evidence. Calculate unallocated proceeds percentage, flag green-bond intake concerns from the standard, cite visible material labels for concerns, and do not call the bond green-certified unless external review evidence is supplied. Produce the green bond issuer use-of-proceeds profile under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the green bond issuer use-of-proceeds profile with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_183,"Execution, Monitoring, Reporting, and Operations",Month-end close / financial reporting support,DB9;EG1;EG2;QV2;QV6,6,13.89,"Prepare an accounts payable cutoff exception note for Keystone Labs October 2026. Use only the provided documents and cite visible material labels. Compare each sampled invoice service date with recording period, identify missing accruals and premature accruals, calculate the net proposed cutoff adjustment, list missing receiving evidence, and state whether any item is a close blocker. Produce the accounts payable cutoff exception note under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication. Open the accounts payable cutoff exception note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_189,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,DB9;EG1;EG2;EG5;QV2;QV6,4,13.862,"Prepare a stale data alert for Tax-Exempt Income Strategy. Use only the supplied documents, cite timestamps and age, identify the stale municipal bond price feed, compare its 39-hour age with the 24-hour standard, list the equity price and cash balance files as unaffected, name the data owner, and state how downstream VaR and duration reports should be caveated. Produce the stale data alert under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the stale data alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_263,"Execution, Monitoring, Reporting, and Operations",Month-end close / financial reporting support,DB7;DB9;EG1;EG2;QV2;QV6,6,13.858,"Prepare a foreign currency translation close check for Meridian Europe. Use only the provided documents, cite visible material labels, compare the workbook FX rate with the approved Treasury rate, compute the USD impact of the rate difference on net assets, identify whether CTA should be revised, and state whether consolidation manager approval is required before package lock. Produce the foreign currency translation close check under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication. Open the foreign currency translation close check with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_073,"Execution, Monitoring, Reporting, and Operations",Month-end close / financial reporting support,DB7;DB9;EG1;EG2;QV2;QV6,6,13.858,"Prepare a revenue cut-off close workpaper for Maple Devices December 2026. Use only the provided documents, cite visible material labels, list each sampled invoice, compare shipment date with recorded revenue date, identify premature revenue or missing shipment evidence, calculate the proposed deferral amount, and state whether controller approval is required for the correcting entry. Produce the revenue cut-off close workpaper under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication. Open the revenue cut-off close workpaper with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_247,Research and Due Diligence,Earnings review,DB4;DB9;EG1;EG2;EG5;FP3;QV2;QV6,2,13.638,"Make a margin recovery check for Atlas Food Logistics. include Apple material labeled geography screening file only as a high-level benchmark/comparable for profitability scale. Use only the provided documents, cite visible material labels for figures and management statements, and List exactly two evidence-backed positives and two evidence-backed cautions. Calculate revenue growth, gross-margin change in basis points, EPS growth, and the net basis-point impact of the three stated drivers. Judge whether the driver total supports the reported margin recovery. Mark any unsupported explanation as missing evidence. Produce the margin recovery check under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the margin recovery check with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the margin recovery check with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_202,Intake and Profiling,Counterparty / issuer profile construction,DB4;DB6;DB7;DB9;EG2;FP1;FP2;QV2,4,13.447,"Create a counterparty onboarding profile for North Pier Metals Ltd. Use only the supplied context. Present a two-column table with Field and Intake Status, then add a short Interim Status paragraph. Cover authority, LEI, settlement bank, expected activity, ownership/control, and screening. cite visible material labels for each blocker, classify the interim status as ready, conditional, or blocked, and avoid saying the counterparty may trade now. Produce the counterparty onboarding profile under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the counterparty onboarding profile with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the counterparty onboarding profile with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_347,Decision and Structuring,Underwriting memo,DB9;EG1;EG2;EG5;QV2,3,12.92,"Create a medical equipment underwriting condition memo for Cobalt Imaging. Verify advance rate against the 80% limit, compare useful life to lease tenor, compute DSCR, and decide whether the unsigned maintenance contract and missing insurance binder are credit exceptions or closing conditions. Use only the file materials and cite visible material labels beside each decision. Produce the medical equipment underwriting condition memo under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the medical equipment underwriting condition memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the medical equipment underwriting condition memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_106,Decision and Structuring,Trade order ticket preparation,DB6;DB9;EG1;EG2;QV2,3,12.904,"Prepare the block allocation instruction ticket for the CLUT order. Show total block quantity, each account allocation, allocation rationale, and a reconciliation check that allocations sum to the 20,000-share block. If the allocations do not reconcile, classify the ticket as Allocation Exception; otherwise classify it as Ready for trader release. Produce the block allocation instruction ticket under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the block allocation instruction ticket with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_186,"Execution, Monitoring, Reporting, and Operations",Client review report,DB4;DB6;DB9;EG2;QV2,3,12.896,"Create an issuer concentration exception report for Oakline Dividend Strategy. Use a two-row table for market-value concentration and income concentration, compare Fairoaks Utilities with each stated limit, classify the exception status, include the monitoring action required by the workflow, compare month-to-date return with the benchmark, and avoid recommending an immediate sale if the ex-dividend blocker applies Frame the note for inclusion in a client review package. Produce the issuer concentration exception report under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the issuer concentration exception report with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_297,"Execution, Monitoring, Reporting, and Operations",Client review report,DB4;DB6;DB9;EG2;QV2,3,12.896,"Draft a restricted holding monitoring alert for Willow ESG Mandate. Identify each restricted issuer with nonzero exposure, show the exposure percentage and source, classify the exposure as Direct or Indirect, state whether Compliance escalation is required, compare portfolio return with the ESG benchmark, and do not suggest instructing the index manager to remove a security Frame the note for inclusion in a client review package. Produce the restricted holding monitoring alert under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the restricted holding monitoring alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the restricted holding monitoring alert with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_332,Intake and Profiling,Loan application intake,DB4;DB7;DB9;EG1;EG2;QV2,3,12.893,"Prepare an inventory collateral intake review for Vista Outdoor Goods LLC. Use only the provided context and cite visible material labels. Compute preliminary eligible documented inventory and 50 percent advance support using the policy, compare it with the requested amount, identify missing inventory aging, valuation, location, lien, and insurance evidence, and do not set a borrowing base or approve credit. Produce the inventory collateral intake review under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the inventory collateral intake review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the inventory collateral intake review with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_030,Intake and Profiling,Service scope explanation,DB4;DB7;DB9;EG1;EG2;QV2,3,12.893,"Create a client request triage note for Dana Whitaker. Use only the context. Separate administrative requests from profile-review and trading requests. For each request, state the current intake status and next action. Do not treat the unsigned profile change as final or place/accept the liquidation instruction. Produce the client request triage note under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the client request triage note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the client request triage note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_066,Research and Due Diligence,Background screening,DB4;DB7;DB9;EG1;EG2;QV2,3,12.893,"Complete a role-level background clearance table for Slateford Consumer Lending. Assign Clear, Review, or Escalate to every scoped subject, include a one-sentence rationale and visible material label citations for each status, flag whether the nonprofit authority role requires Compliance review, and do not treat former-employer issues as individual findings. Produce the role-level background clearance table under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the role-level background clearance table with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_309,Decision and Structuring,Trade order ticket preparation,DB4;DB6;DB7;DB9;EG2;QV2,3,12.864,"Create an account restriction decline ticket for the Kilo Energy request. Capture the requested trade, identify the active do-not-trade restriction, classify the ticket as Not Enterable, route the issue to Operations, and do not provide substitute trade instructions. Produce the account restriction decline ticket under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the account restriction decline ticket with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
