id,workflow,task,quality,micro,failed_tags,priority_tags,selection_score,query
decision_structuring_loan_approval_package_repaired_017,Decision and Structuring,Loan approval package,3,0.888889,DB7,DB7,11.222,"Prepare an equity injection evidence review for Pinecrest Veterinary Clinic LLC. Use only the provided context and cite visible material labels for every amount. Calculate the required 12.5% equity contribution from project cost, reconcile counted evidence to the $0.30 million owner-equity line, separate proof of funds from owner certification, identify any variance, and state the cure action before closing. Produce the equity injection evidence review under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the equity injection evidence review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the equity injection evidence review with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_background_screening_repaired_019,Research and Due Diligence,Background screening,3,0.888889,DB7,DB7,11.222,"Build an adverse media reliability matrix for Cedar Hollow AgTech. Score each source as Strong, Moderate, or Weak, explain the reason for the score, cite the source, separate management position from independent verification, and state whether more evidence is needed before escalation. Produce the adverse media reliability matrix under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision. Open the adverse media reliability matrix with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_compliance_internal_control_review_repaired_023,Risk and Compliance Review,Internal control review,3,0.888889,DB7,DB7,11.222,"Prepare a portfolio-restriction coding control note for PRC-337. Use only the provided documents. Calculate whether OMS coding occurred within three business days of IPS approval, assess whether second-review testing evidence is adequate, determine the current coding status, and state whether manual trading restriction is needed until the system control is active. Produce the portfolio-restriction coding control note under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the portfolio-restriction coding control note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the portfolio-restriction coding control note with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_trade_order_ticket_preparation_009,Decision and Structuring,Trade order ticket preparation,3,0.875,DB7,DB7,11.188,"Draft a staged equity order plan for the ALSC exit. Create three tranche rows with execution date, quantity, limit price, and remaining shares after each tranche; verify the total staged quantity equals 9,000 shares; cite the position and calendar document; and state that each tranche requires separate release on its execution date. Produce the staged equity order plan under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the staged equity order plan with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the staged equity order plan to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_disclosure_review_repaired_012,Risk and Compliance Review,Risk disclosure review,4,0.9,QV2,QV2,10.65,"Prepare a investment memo risk disclosure checklist for Summit Forge Convertible Note. Use only the provided documents. Use a table with columns Risk area, Evidence from memo, Disclosure gap, Adequacy label, and Required revision. Apply only these adequacy labels: Adequate / Add disclosure / Escalate to legal. Identify material omitted or inconsistent risks, mark missing evidence as unknown, and include a short boundary note that this is a disclosure adequacy review, not an investment recommendation. Produce the investment memo risk disclosure checklist under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the investment memo risk disclosure checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the investment memo risk disclosure checklist with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_investment_memo_020,Decision and Structuring,Investment memo,6,0.9,QV5,QV5,10.45,"Draft a drawdown response memo for Quantum Materials. Verify that the 32% drawdown triggers the more-than-25% review policy; decide Add, Hold, Trim, or Exit; identify whether averaging down is allowed under the broken-thesis-pillar rule; revisit the two factory-contract thesis pillars; include the bear-case downside scenario; and cite documents for the trigger and thesis status. Produce the drawdown response memo under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the drawdown response memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the drawdown response memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_reconciliation_repaired_016,"Execution, Monitoring, Reporting, and Operations",Reconciliation,6,0.9,QV5,QV5,10.45,"Create a custodian holdings tie-out matrix for Pinecrest Balanced Portfolio. List every asset from the internal holdings, compare it with the custodian amount, compute the difference using shares, par, or dollars as appropriate, evaluate the absence of a BlueRail pending trade, and mark which line remains open with its owner. Produce the custodian holdings tie-out matrix under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the custodian holdings tie-out matrix with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_credit_due_diligence_repaired_022,Research and Due Diligence,Credit due diligence,6,0.888889,QV5,QV5,10.422,"Prepare a recurring-revenue credit screen for Juniper Managed IT Services. Use a metric table followed by a Technology Credit escalation answer. Use only the provided context, cite visible material labels, calculate DSCR and exposure-to-ARR, test retention and exposure triggers, and state whether churn data is supported at the contract level. Produce the recurring-revenue credit screen under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the recurring-revenue credit screen with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the recurring-revenue credit screen with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_investment_memo_009,Decision and Structuring,Investment memo,6,0.875,QV5,QV5,10.388,"Draft a private credit investment memo for Redwood Packaging. Recalculate total debt / EBITDA and cash interest coverage from the provided figures; compare both metrics with the 4.25x leverage cap and 2.0x coverage floor; recommend Approve, Approve with Waiver, or Decline; cover collateral, sponsor support, covenant package, repayment source, and downside case; and cite each numeric source. Produce the private credit investment memo under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the private credit investment memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_risk_alert_generation_repaired_022,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,5,0.875,QV5,QV5,9.988,"Prepare a watchlist escalation alert for Redwood Packaging. Use only the supplied documents, cite the current and prior internal scores, determine which watchlist triggers are met, include exposure, name the escalation owner, identify the committee date, and list the required materials for that meeting. Produce the watchlist escalation alert under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the watchlist escalation alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the watchlist escalation alert to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_suitability_review_repaired_004,Risk and Compliance Review,Suitability review,4,0.9,QV5,QV5,9.65,"Review the SR-004 rollover recommendation and produce a fact-vs-assumption suitability review. Compare current-plan costs with proposed IRA costs in percentage points, cover services and investment options, flag missing facts about loan access and creditor protection, state whether the file supports proceeding now, and avoid giving a tax conclusion. Produce the IRA rollover suitability review under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the IRA rollover suitability review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the IRA rollover suitability review to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_board_regulatory_reporting_repaired_008,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,4,0.875,QV5,QV5,9.588,"Prepare an issuer concentration board report for Ridge Strategic Bond Fund. Rank issuers by exposure, show exposure figures to one decimal place, calculate top-three combined exposure, identify any single-issuer or top-three breach, include the portfolio manager proposed action for each breach, and cite the source document for limits and exposures. Produce the issuer concentration board report under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the issuer concentration board report with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the issuer concentration board report to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_disclosure_review_repaired_023,Risk and Compliance Review,Risk disclosure review,3,0.857143,DB7;EG2,DB7,8.943,"Prepare a client-facing disclosure edit memo for Silvergate Taxable Bond Ladder. Use only the provided documents. Write for a compliance reviewer, not directly to the client. Include sections titled Problematic wording, Required risk concepts, Proposed client-facing replacement, and Boundary notes. The replacement must be 90-130 words, client-friendly, and must not guarantee protection, steady income, principal preservation, tax outcome, or performance. Do not perform suitability, fee, or performance attribution review. Produce the client-facing disclosure edit memo under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the client-facing disclosure edit memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_sales_script_communication_compliance_repaired_011,Risk and Compliance Review,Sales-script / communication compliance,3,0.818182,DB7;EG2,DB7,8.845,"Classify and review COMM-810. First decide whether the email is correspondence, retail communication, institutional communication, or adviser advertisement under the provided summaries. Then identify unsupported or misleading phrases, state what qualification or disclosure is missing, and produce a short supervisor note of no more than 180 words. Produce the one-on-one email communication classification under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels. Open the one-on-one email communication classification with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_sales_script_communication_compliance_repaired_023,Risk and Compliance Review,Sales-script / communication compliance,3,0.818182,DB7;EG2,DB7,8.845,"Build a material-statement substantiation log for COMM-822. Present each homepage claim, support found, support gap, and required action. Mark claims that must be removed until supported, keep the retention statistic separate from the unsupported tax and ranking claims, and include recordkeeping instructions. Produce the material-statement substantiation log under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the material-statement substantiation log with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_capital_structure_financing_proposal_015,Decision and Structuring,Capital structure / financing proposal,3,0.8,DB7;EG2,DB7,8.8,"Prepare a bridge-to-permanent financing plan for Solace Senior Living. Lay out the funding sequence from construction bridge to permanent mortgage takeout. Use only the provided documents, cite visible material labels, calculate total project sources and the minimum sponsor equity contribution, estimate bridge-period cash interest for 18 months, identify the takeout timing dependency, compare the all-equity alternative, and avoid treating the permanent mortgage as committed. Produce the bridge-to-permanent financing plan under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the bridge-to-permanent financing plan with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_investment_memo_008,Decision and Structuring,Investment memo,3,0.8,DB7;EG2,DB7,8.8,"Prepare a private investment memo for Nimbus Data Systems. Calculate the proposed investment as a percentage of $180 million fund NAV; decide Commit with Conditions, Decline, or Defer; cover valuation, ownership, investor rights, exit path, liquidity risk, and missing audited financial statements; list closing conditions; and avoid treating the exit assumptions as guaranteed outcomes. Produce the private investment memo under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the private investment memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the private investment memo to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_trade_order_ticket_preparation_012,Decision and Structuring,Trade order ticket preparation,3,0.8,DB7;EG2,DB7,8.8,"Prepare an order amendment ticket for O-88421. Show the original quantity and corrected quantity, state the correction reason, verify from the context that no execution has occurred, decide whether cancel/replace is required, cite the correction request, and keep all unchanged ticket fields from the original snapshot. Produce the order amendment ticket under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the order amendment ticket with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_portfolio_monitoring_repaired_020,"Execution, Monitoring, Reporting, and Operations",Portfolio monitoring,3,0.8,DB7;EG2,DB7,8.8,"Complete a credit-quality migration monitor for Elm Corporate Bond Ladder. Identify all downgraded holdings, compare average portfolio quality with the A- minimum, test the BBB- Watch trigger and the BB+ Escalate trigger, compare month-to-date return with the benchmark, and list any approval needed for a prohibited holding. Produce the credit-quality migration monitor under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the credit-quality migration monitor with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_credit_memo_drafting_repaired_026,Decision and Structuring,Credit memo drafting,3,0.777778,DB7;EG2,DB7,8.744,"Prepare a contractor backlog credit memo for Canyon Civil Contractors. Separate signed backlog from pending municipal approval, calculate DSCR, flag retainage over 180 days, assess whether backlog supports renewal, recommend renew, renew with monitoring, or exit, and assign a follow-up action for aged retainage. use only the provided materials and cite visible material labels. Produce the contractor backlog credit memo under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the contractor backlog credit memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the contractor backlog credit memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_investment_memo_028,Decision and Structuring,Investment memo,3,0.777778,DB7;EG2,DB7,8.744,"Create a position-limit exception memo for Evergreen Semiconductor. Quantify the breach between the 5.6% current weight and 5.0% limit; state the requested exception end date of 2026-08-31; determine whether the exception is longer than 60 days from 2026-07-10; recommend Approve Exception, Trim to Limit, or Escalate; list the proposed risk mitigants; and do not describe the exception as permanent approval. Produce the position-limit exception memo under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the position-limit exception memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the position-limit exception memo to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_remediation_tracking_repaired_018,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,3,0.777778,DB7;EG2,DB7,8.744,"Produce an aging report exception list from the 2026-06-30 extract. Calculate days past due using the effective approved due date, include only items more than 60 days past due or any High-risk past-due item, sort by days past due descending, and show owner and risk rating for each exception. Produce the aging report exception list under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the aging report exception list with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_aml_red_flag_review_repaired_023,Risk and Compliance Review,AML red-flag review,3,0.777778,DB7;EG2,DB7,8.744,"Prepare an AML alert chronology for AML-RF-023. Order events by date, separate customer actions from firm actions, cite the source facts, identify unresolved evidence requests at the end, assign final status as Open, Closed, or Escalated, and keep the chronology factual rather than argumentative. Produce the AML alert chronology under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; use only packet-supported category, status, classification, or risk-level labels. Open the AML alert chronology with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_compliance_internal_control_review_repaired_002,Risk and Compliance Review,Internal control review,3,0.777778,DB7;EG2,DB7,8.744,"Create a wire-release control gap note for WQ-226-14 in a three-column table with Control Step, Evidence, and Gap/Decision. Use only the documents provided. Determine whether the callback and manager-approval requirements were met, classify the issue as a design or operating deficiency, state whether the item can be closed, and cite the visible material labels supporting each table row. Produce the wire-release control gap note under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels. Open the wire-release control gap note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
