item_id,workflow,task,if_score,quality_raw,failed_tags,eg2_only,query_explicit,full_prompt_explicit,constraint_present,eg2_constraint,judge_reason,response_excerpt
tonight_hard_line_203,Risk and Compliance Review,Internal control review,0.9,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels.,"**Regulatory-Reporting Data-Lineage Control Memo — LCR-42**

Scope: LCR-42, cell “wholesale funding outflow.” This memo applies the Liquidity Report Data-Lineage Control requiring each regulatory liquidity report cell to map to an approved source system, transformation rule, reviewer sign-off, and an approved change ticket if the mapping changed during the quarter; unapproved manual spreadsheet overrides are prohibited [advertising rule extract (Liquidity Report Data-Lineage Control)]. Required memo elements include source, transformation, approval evidence, prohibited override indicators, quantitative impact, and filing reliance decision [webpage draft facts].

1. **Approved source-system check**  
   The observed source system for the LCR-42 wholesale funding outflow cell is “TreasuryMart approved” [exam observation note]. This satisfies the approved-source-system requirement for the cell, based on the packet evidence and the governing control standard [advertising rule extract (Liquidity Report Data-Lineage Control)].

2. **Transformation-rule change and approval-ticket test**  
   The transformation rule was “updated to exclude affiliate sweep balances” [exam observation note]..."
tonight_hard_line_216,Decision and Structuring,Investment memo,0.9,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels next to them.,"**Watchlist Downgrade Memo — BluePeak Software (BPK)**

Decision: Downgrade BluePeak Software to watchlist. The governing trigger is met because two or more thesis-monitoring triggers are missed; in fact, all three are missed. [diligence bridge rule; unit economics packet]

| Evidence | Test | Result | Action |
|---|---|---|---|
| [unit economics packet] | Net revenue retention must be above 115.00%; actual is 108.00%. Comparison: 108.00% > 115.00% = false. | Miss by 7.00 percentage points; thesis trigger missed. | Counts toward watchlist downgrade. |
| [unit economics packet] | Free cash flow margin must be above 12.00%; actual is 9.00%. Comparison: 9.00% > 12.00% = false. | Miss by 3.00 percentage points; thesis trigger missed. | Counts toward watchlist downgrade. |
| [unit economics packet] | Churn must be below 8.00%; actual is 10.00%. Comparison: 10.00% < 8.00% = false. | Miss by 2.00 percentage points; thesis trigger missed. | Counts toward watchlist downgrade. |
| [diligence bridge rule] | Downgrade required when two or more thesis-monitoring triggers are missed. | Three of three triggers missed. | Watchlist downgrade required. |
| [unit economics packet] | Current weight 3..."
tonight_hard_line_251,"Execution, Monitoring, Reporting, and Operations",Reconciliation,0.9,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels.,"**Margin Interest Reconciliation Review — Seacliff Levered Account**

Scope: May 2026 margin interest reconciliation for Seacliff Levered Account, using policy actual/360 day-count basis and the packet’s $50 broker-charge threshold.

Calculation inputs: average debit balance $620,000, annual margin interest rate 7.20%, interest period 31 days, broker margin interest charged $3,812.00, and internal accrual $3,720.00 [KYC matrix (Seacliff Margin Interest Inputs)]. Governing formula: expected margin interest = average debit balance × annual rate × days ÷ 360 [customer activity profile].

Expected interest recomputation:  
$620,000 × 7.20% × 31 ÷ 360 = **$3,844.00** [KYC matrix (Seacliff Margin Interest Inputs); customer activity profile].

| Evidence | Test | Result | Action |
|---|---:|---:|---|
| Average debit balance $620,000; annual rate 7.20%; 31 days; actual/360 basis [KYC matrix (Seacliff Margin Interest Inputs); customer activity profile] | Recompute expected interest: $620,000 × 7.20% × 31 ÷ 360 | Expected interest = $3,844.00 | Use as reconciliation benchmark. |
| Broker charge $3,812.00 [KYC matrix (Seacliff Margin Interest Inputs)] and $50 open-item threshold for differen..."
tonight_hard_line_271,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,0.9,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels.,"**CG-19 Control-Gap Closure Readiness Check**

**Decision: Keep open.** Evidence completeness and validation outcome are assessed separately under the closure rule: closure may be recommended only when corrective-action evidence is complete **and** validation testing has zero exceptions [measurability standard].

| Evidence | Test | Result | Action |
|---|---|---|---|
| Revised procedure, training roster for 42 staff, June exception report, manager attestation [corrective action draft] | Evidence completeness check against submitted closure packet | Corrective-action artifacts are present in the packet; no listed artifact is missing [corrective action draft] | Treat evidence packet as complete for readiness intake, but not sufficient for closure without zero-exception validation [measurability standard] |
| Validation result: 5 sampled loans; 1 loan lacked second-level approval evidence [corrective action draft] | Validation exception calculation: 1 exception ÷ 5 sampled loans = 20.00% exception rate; required threshold is 0 exceptions, or 0.00% [measurability standard] | Validation failed zero-exception requirement; active control exception remains [corrective action draft; measu..."
tonight_hard_line_276,Risk and Compliance Review,AML red-flag review,0.9,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels next to them.,"**Trade-Based AML Issue Log — AML-RF-015**

Customer: Pacific Textile Importers. Active trigger: the Trade-Based AML Rule requires the issue log to flag invoice overpricing, quantity mismatch, new supplier risk, and missing trade documents when present, and requires reviewer support before release if invoice and shipping documents conflict [fund accounting note].

| Evidence | Test | Result | Action |
|---|---:|---|---|
| Invoice 7781 lists 4,000 fabric units at $210 per unit; payment request is $840,000 [control procedure]. Prior invoices for the same product listed $52–$58 per unit [control procedure]. | Price comparison: current $210 vs prior high $58; variance = $210 − $58 = $152 per unit; percentage above prior high = $152 / $58 = 262.07%. Also current vs prior low $52 = $158 variance, or 303.85% above prior low. | Invoice overpricing flagged. Current unit price is 3.62x the prior high and 4.04x the prior low, outside historical range. | Hold payment release for AML review; request price support, market benchmark, supplier quote, and approval rationale under the Trade-Based AML Rule [fund accounting note]. |
| Invoice 7781 lists 4,000 units [control procedure]; shipping docum..."
tonight_hard_line_326,"Execution, Monitoring, Reporting, and Operations",Reconciliation,0.9,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**FX Cash Difference Analysis — Ridgeway Global Balanced Fund**

As of 2026-06-02, Ridgeway Global Balanced Fund held EUR 725,000 cash per custodian, with an internal ledger USD equivalent of $789,250 [intake notes]. The governing reconciliation standard requires foreign-currency cash to be recomputed using the control FX rate and compared with the internal ledger USD equivalent; differences greater than $500 are open FX breaks [profile sufficiency standard].

Source inputs: foreign cash balance = EUR 725,000 [intake notes]; ledger rate = 1.0880 USD/EUR [intake notes]; control rate = 1.0900 USD/EUR [intake notes]; FX-break threshold = greater than $500 [profile sufficiency standard]. The rate sources are the intake notes for both the ledger rate and the control rate [intake notes].

Calculation: EUR 725,000 × 1.0900 control rate = $790,250 recomputed USD value. Compared with the internal ledger USD equivalent of $789,250, the USD difference is $1,000 unfavorable to the ledger value, because the control-rate value exceeds the recorded ledger equivalent [intake notes; profile sufficiency standard]. Since $1,000 is greater than the $500 threshold, this is an open FX break [profile su..."
tonight_hard_line_360,Intake and Profiling,Client risk profiling,0.9,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts have active source labels next to them.,"**Corrected-Profile Amendment Note — Mei Lin, Case File 360**

Governing basis: FINRA Rule 2090 requires reasonable diligence in account opening and maintenance to know and retain essential customer facts needed to service the account, follow special handling instructions, understand authority, and comply with rules [wrap-fee conversion file — Know Your Customer | FINRA.org]. The Synthetic Questionnaire Amendment Procedure controls this amendment: corrected profiles use amended answers only for current classification, while superseded answers and contradiction history must remain in the audit trail [suitability boundary (Synthetic Questionnaire Amendment Procedure)].

Current amended profile for classification: Client Mei Lin amended her questionnaire on 2026-06-04; amended answers are objective balanced growth, time horizon 6 years, liquidity need 15.00% within 12 months for graduate school tuition, risk tolerance moderate, and loss reaction “would review plan but not automatically sell” [service expectation note]. Amended component inputs are objective 3, horizon 3, liquidity 2, tolerance 3, experience 2, and concentration 2 [service expectation note].

Risk-class recalculation..."
tonight_hard_line_025,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels.,"**Covenant Early-Warning Notice — Harbor Docks Logistics**

Borrower / test date: Harbor Docks Logistics, test date 2026-04-30. The governing workflow requires an early-warning notice, not a breach alert, when an early-warning threshold is crossed but the formal covenant breach threshold is not crossed. [action item rule] Based on the active DSCR evidence, this notice is issued as an early-warning notice only, not as a formal covenant breach alert.

DSCR covenant review: Current trailing twelve-month DSCR is 1.18x. [board minutes excerpt] Early-warning trigger is DSCR below 1.20x. [board minutes excerpt] Formal covenant breach threshold is DSCR below 1.10x. [board minutes excerpt] Comparison: 1.18x < 1.20x, so the DSCR early-warning threshold is crossed; 1.18x is not below 1.10x, so the formal breach threshold is not crossed. Business implication: DSCR triggers early warning but does not constitute a formal covenant breach under the stated rule. [action item rule]

DSO watch review: Borrower has 38 days sales outstanding. [board minutes excerpt] The DSO watch threshold is above 45 days. [board minutes excerpt] Comparison: 38 days is not above 45 days. Business implication: DSO doe..."
tonight_hard_line_045,Decision and Structuring,Credit memo drafting,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Annual Renewal Credit Memorandum — Cedar Lake Dental Partners**

Source-stated borrower and request facts: Cedar Lake Dental Partners is a fictional multi-office dental practice with an existing $4.2 million term loan maturing in 60 days; current outstanding balance is $3.9 million; borrower requests a 36-month renewal with no new money [collateral gate checklist]. Governing renewal-memo standards require comparison of current versus proposed terms, confirmation of payment performance, DSCR recalculation, stale collateral-value identification, a renew/conditional renew/exit recommendation, and approval-route identification [funding request file].

| Term | Current terms / evidence | Proposed terms / evidence | Reviewer note |
|---|---:|---:|---|
| Facility type | Term loan [collateral gate checklist] | Term-loan renewal; no new money requested [collateral gate checklist] | Renewal only; no incremental exposure supported by packet. |
| Commitment / original facility | $4.2 million existing facility [collateral gate checklist] | Renewal request with no new money [collateral gate checklist] | Proposed renewal exposure should not exceed existing facility / outstanding balance per pa..."
tonight_hard_line_057,"Execution, Monitoring, Reporting, and Operations",Client review report,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Alternative Investment Pacing Review — Redwood Private Markets Program**

## Review scope and governing standard

This pacing review is prepared for inclusion in the client review package for the **Redwood Private Markets Program** and is based on the **as-of date of August 1, 2026** [approval control]. The review applies the active pacing review standard requiring comparison of commitments to target and bands, calculation of unfunded commitments as a percentage of portfolio value, determination of whether Investment Committee review is required, return comparison versus benchmark, and a recommendation to **Pause new commitments** or **Continue pacing** [order status rule / Pacing Review Instructions].

## Commitment pacing status versus target and bands

| Item | Source input / threshold | Calculation or comparison | Result | Business implication |
|---|---:|---:|---:|---|
| 2026 commitment pacing target | $6,000,000 [trade ticket draft] | Baseline target | $6,000,000 | Target for 2026 commitment pacing. |
| Lower pacing band | $5,000,000 [trade ticket draft] | Baseline lower band | $5,000,000 | Commitments above this level are not below minimum pacing. |
| Upper pacing band |..."
tonight_hard_line_059,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels next to them.,"**Risk Committee Exception Report — Orion Multi-Asset Trust, May 2026**

> [media screen packet (Orion Trust Exception Log)] Exceptions logged include liquidity bucket B exceeded limit by $3,200,000, derivatives collateral report missing, and one stale price aged 12 days.  
> [recency rule] High severity applies when the excess amount is above $2,000,000 or stale price age is above 10 days, and High severity items require Risk Committee review and an owner.  
> [severity matrix] Liquidity bucket owner is Portfolio Risk, derivatives collateral owner is Operations Control, stale price owner is Valuation Committee, and the committee meeting date is June 12, 2026.

This report covers Orion Multi-Asset Trust for the May 2026 period, based on the exception log evidence in the media screen packet. It includes only exceptions or missing required evidence, as required by the recency rule. The non-exception log entries for cash overdraft none and NAV error none are excluded from the report because they are not exceptions or missing required evidence. The Risk Committee meeting date supported by the packet is June 12, 2026. No waiver, closure, or remediation completion is supported by the pa..."
tonight_hard_line_081,Decision and Structuring,Underwriting memo,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Some material facts lack active source labels next to them.,"**Project Finance Underwriting Risk Memo — Riverbend Toll Road**

### Coverage Metrics
Senior debt request is $180 million [board minutes excerpt]. Base-case CADS is $31.5 million and annual debt service is $23.5 million [board minutes excerpt]. Formula: DSCR = CADS / Debt service = $31.5 million / $23.5 million = **1.34x**. Policy comparison: base-case DSCR escalation applies if below 1.30x [action item rule]; result is **not an escalation item**.

Downside traffic case CADS is $24.2 million [board minutes excerpt]. Formula: $24.2 million / $23.5 million = **1.03x**. Policy comparison: downside DSCR escalation applies if below 1.10x [action item rule]; result is **an escalation item**. Cash-flow characterization: the packet supports traffic-based forecast cash flows only; no contracted toll/offtake cash-flow evidence is provided [board minutes excerpt; action item rule].

### Construction and Permit Risk
Signed item: construction completion guarantee is signed [board minutes excerpt]. Pending item: final environmental permit is pending [board minutes excerpt]. Missing permits are escalation items [action item rule].

### Sponsor Support
Sponsor equity committed is $52 million, wi..."
tonight_hard_line_185,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Audit Finding Remediation Triage Note — IA-26-014**

Finding IA-26-014 remains open for remediation tracking. The finding concerns missing evidence of monthly client statement supervisory review for March and April 2026, risk rating **High**, owner **Operations Control**, original due date **2026-06-05**, tracker date **2026-06-20**, and required corrective action covering checklist revision, a 25-account lookback, reviewer sign-offs, and control-owner attestation. Current uploaded evidence is limited to the revised checklist, and validation has not started. [KYC QA packet]

Days past due calculation: source inputs are tracker date **2026-06-20** and original due date **2026-06-05**. Formula: tracker date minus original due date, because the due date has passed under the handoff rule. Result: **15 days past due**. Business implication: the remediation is past due and cannot be treated as cleared because required evidence remains incomplete and validation has not started. [KYC QA packet]; [handoff checklist]

RG-7 status classification: **Overdue**. Status drivers: the allowed RG-7 status labels are limited to Not started, In progress, Pending validation, Closed, Overdue, or Exte..."
tonight_hard_line_215,Decision and Structuring,Investment memo,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Northstar Payments (NPay) Add-to-Position Memo**

Decision: **Add** the proposed **1.20%** to Northstar Payments. The active thesis evidence supports an incremental add: payment volume growth is **11.00%**, margin improvement is **160.00 bps**, and base-case upside is **9.00%** [redemption request file]. Incremental risks are not cleared away: interchange-fee regulation, merchant churn, and CheckLink integration costs remain active risk items [redemption request file], with the CheckLink migration specifically showing a partial operational delay in one of three regions [operations timestamp].

| Evidence area | Active evidence | Source document | Decision implication |
|---|---:|---|---|
| Volume growth | Payment volume growth is **11.00%**. | [redemption request file] | Supports adding because growth remains positive and directly tied to the payments thesis. |
| Margin change | Margin improvement is **160.00 bps**. | [redemption request file] | Supports adding because operating leverage is improving despite stated risk factors. |
| Acquisition integration | CheckLink milestones are on schedule for two of three regions; the third region has delayed merchant migration and elevate..."
tonight_hard_line_218,"Execution, Monitoring, Reporting, and Operations",Trade / loan / investment execution check,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Aster Growth — Equity Execution Exception Grid**

| ER-EQ check | Order ticket / requirement | Confirmation / booking record | Reconciliation, calculation, and implication | Status |
|---|---:|---:|---|---|
| Security | Buy BlueRiver Corp shares ([wrap-fee conversion file]) | Execution relates to the same BlueRiver Corp order context ([wrap-fee conversion file]) | No packet-supported security mismatch identified under ER-EQ comparison requirement (transaction-cost history — Execution Review Standard ER-EQ). | Matched |
| Side | Buy ([wrap-fee conversion file]) | Confirmation is for the accepted buy order context ([wrap-fee conversion file]) | No packet-supported side mismatch identified. | Matched |
| Quantity | 1,200 shares ordered ([wrap-fee conversion file]) | 1,150 shares executed ([wrap-fee conversion file]) | Shortfall = 1,200 − 1,150 = **50 shares**. Unresolved quantity issue triggers **Execution exception** under ER-EQ (transaction-cost history — Execution Review Standard ER-EQ). | **Exception** |
| Price versus limit | Limit 42.50 ([wrap-fee conversion file]) | Executed at 42.64 ([wrap-fee conversion file]) | Price-over-limit = 42.64 − 42.50 = **0.14 per share**; over-l..."
tonight_hard_line_239,Intake and Profiling,KYC onboarding,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels next to them.,"**Stale Formation Evidence Review — Lumen Quarry LLC**

Customer under review is Lumen Quarry LLC, with review date 2026-06-12. [fairness rule] The governing staleness threshold is 180 days, and “formation or good-standing evidence older than 180 days as of the review date is stale.” [model trade file]

> “Formation or good-standing evidence older than 180 days as of the review date is stale.” [model trade file]  
> “If all other onboarding elements are complete, stale formation evidence is a follow-up unless the legal name, entity status, or jurisdiction cannot be verified elsewhere.” [model trade file]  
> CDD procedures must “identify and verify the identity of customers” and “identify and verify the identity of the beneficial owners” of legal entity customers. [allocation ticket; CDD Final Rule | FinCEN.gov]

| Evidence item | Source inputs | Calculation / comparison | Result | Business implication |
|---|---:|---:|---:|---|
| Certificate of formation | Certificate dated 2025-11-24; review date 2026-06-12. [fairness rule] | 2026-06-12 minus 2025-11-24 = 200 elapsed days; 200 days > 180-day threshold. [model trade file] | Stale. | Active stale-document deficiency exists for the..."
tonight_hard_line_254,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels next to them.,"**Issue-Severity Refresh Recommendation for SR-90**

> “Finding SR-90: daily overdraft report review not evidenced. Original severity: Low.” — [platform-rules case excerpt]  
> “Severity refresh is required when repeat exceptions involve high-risk client segments or remain unreviewed for more than 10 business days.” — [OrbitPay economics packet]

**Decision: Increase severity review.** SR-90 should not remain at the original Low severity without a formal severity reassessment because the active-case refresh triggers are met. The governing trigger requires a severity refresh when repeat exceptions involve high-risk client segments or when exceptions remain unreviewed for more than 10 business days [OrbitPay economics packet]. The case facts state that, after the original Low rating, two repeat exceptions occurred in high-net-worth client accounts [platform-rules case excerpt]. The case facts also state that one exception remained unreviewed for 12 business days [platform-rules case excerpt].

**Trigger test and audit reconciliation**

| Test area | Source inputs | Rule / comparison | Result | Business implication |
|---|---:|---|---|---|
| Repeat exception / client-segment trigger..."
tonight_hard_line_266,Risk and Compliance Review,Covenant check,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Borrowing-Base Reporting Deadline Note – Prairie Office Supply Inc.**

Scope: Reporting-covenant timing and related availability-block adjustment only.

Prairie Office Supply Inc. is required to deliver monthly borrowing base certificates within 20 calendar days after each month-end; if a certificate is more than 5 days late, the availability block increases by $250,000 until delivery. [margin interest file]

For the April 2026 month-end certificate, the recorded due date was May 20, 2026, and actual delivery occurred May 27, 2026. [broker charge record (Reporting Tracker)] Date-count test: May 27, 2026 actual delivery minus May 20, 2026 due date = 7 calendar days late. Because 7 days late is greater than the 5-day trigger threshold, the late-delivery block trigger was met. [margin interest file]; [broker charge record (Reporting Tracker)]

| Evidence | Test | Result | Action |
|---|---:|---:|---|
| [margin interest file] | Rule: certificate due within 20 calendar days after month-end; if more than 5 days late, add $250,000 block until delivery | Governing reporting covenant and block rule identified | Apply only the reporting-covenant block test |
| [broker charge record (Repor..."
tonight_hard_line_310,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Does not consistently place source labels next to all material facts and decision points.,"**Due-Date Extension Decision Note — ER-18**

Decision: **Reject** the requested extension for ER-18. ER-18 concerns an **account restriction coding defect** with **High** risk rating, original due date **2026-07-01**, and requested new due date **2026-09-30** based on a September vendor patch schedule. [platform-rules case excerpt]

Governing standard: High-risk extension requests require **documented mitigating-control evidence covering at least 15 business days** and **Chief Compliance Officer approval**. Decision notes must state **Approve, Reject, or Escalate for approval**, and the original due date remains effective unless approval is granted. [OrbitPay economics packet]

Mitigating-control evidence test: source inputs are the Supervision team’s manual daily restriction review beginning **2026-06-20** and an uploaded manual review log covering **5 business days only**. [platform-rules case excerpt] Required threshold is **15 business days**. [OrbitPay economics packet] Calculation/comparison: **5 documented business days ÷ 15 required business days = 33.3% coverage; 15 − 5 = 10 business days short; 5 < 15**. Result: the mitigating-control evidence **does not meet** the 15-b..."
tonight_hard_line_316,"Execution, Monitoring, Reporting, and Operations",Post-investment / post-loan review,0.8888888888888888,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Some decision points lack active source labels next to them.,"**Post-Close Insurance Evidence Review — Granite Lane Manufacturing**

Scope boundary: This review uses only the provided packet. The active file states Granite Lane Manufacturing closed on **2026-04-01**, with the **certificate and loss-payee endorsement due within 20 calendar days**; certificate uploaded **2026-04-18**, endorsement uploaded **2026-04-25**, and annual renewal tracking required after completion (**geography screening file**). The governing review rule requires each document be tested separately against the deadline, classified as **On Time, Late, or Missing**, and marked complete only when both certificate and endorsement are present (**EDD threshold rule**).

Deadline calculation: source input = closing date **2026-04-01** plus **20 calendar days**; formula/comparison = 2026-04-01 + 20 calendar days = **2026-04-21** due date. Business implication: uploads on or before **2026-04-21** are On Time; uploads after that date are Late.

| Evidence | Test | Result | Action |
|---|---|---|---|
| Certificate uploaded **2026-04-18** (**geography screening file**) | Compare upload date to **2026-04-21** 20-calendar-day deadline derived from closing date **2026-04-01** and du..."
tonight_hard_line_003,Risk and Compliance Review,Internal control review,0.875,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels.,"**Collateral-File Custody Control Checklist — Briar Solar LLC**

1. **Governing custody rule and review standard**  
   - Rule: “Original promissory notes and titled collateral documents must be logged into the fireproof vault within two business days of loan closing.” Temporary exceptions require “a custody exception ticket and expected receipt date.” **[Collateral Document Custody Procedure]**  
   - Checklist standard: list each required original document, custody evidence, elapsed business days, exception-ticket status, and recommended control action. **[severity matrix]**

2. **Elapsed-business-day calculation and breach threshold**  
   - Source inputs: closing date **2026-05-27**; review/as-of date **2026-06-03**. **[recency rule]**  
   - Formula/comparison: business days elapsed after closing = 2026-05-28, 2026-05-29, 2026-06-01, 2026-06-02, 2026-06-03 = **5 business days**.  
   - Threshold: required vault logging within **2 business days** of closing. **[Collateral Document Custody Procedure]**  
   - Business implication: as of 2026-06-03, custody is **3 business days past the control deadline**; the two-business-day custody control is breached unless a valid temporary..."
tonight_hard_line_042,Intake and Profiling,KYC onboarding,0.875,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels next to them.,"**HelioCharge Systems Inc. Beneficial-Owner Ownership Percentage Verification**

## Governing rule, active evidence, and verification standard

- Governing threshold: covered financial institutions must identify and verify any natural person who owns **25.00% or more** of a legal entity customer and one individual who controls the legal entity. [margin interest file]
- Internal calculation standard: for beneficial ownership, identify each natural person with **25.00% or more** direct ownership and each natural person with **25.00% or more** indirect ownership through an entity owner; indirect ownership equals the entity ownership percentage multiplied by the natural-person ownership percentage in that entity. [internal accrual]
- Required data standard: collect name, date of birth, address, and identification number for each required beneficial owner and for one control person. [internal accrual]
- Source ownership record: HelioCharge Systems Inc. ownership is listed as Ivy Chen **24.00%**, Marcos Vidal **26.00%**, Priam Growth Fund **30.00%**, and Nia Brooks **20.00%**; control person is Ivy Chen, CEO. [broker charge record]
- Priam Growth Fund look-through source: Olivia Reed ow..."
tonight_hard_line_060,Risk and Compliance Review,Covenant check,0.875,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels next to them.,"**Collateral Reporting Covenant Note — Summit Orchard Farms LLC**

Collateral reviewed: primary collateral consists of orchard land and a packing facility [handoff checklist]. Governing covenant: collateral-dependent credits require an updated real estate appraisal every 24 months; if the appraisal is older than 24 months, the loan must be flagged for a collateral documentation exception until an updated appraisal is received [KYC QA packet]. Task standard: Credit Administration requested a concise note identifying whether the collateral file satisfies the covenant and what document should be requested [operations readiness rule].

Appraisal-age reconciliation as of the review date: latest appraisal effective date = May 15, 2024 [handoff checklist]; review date = June 20, 2026 [handoff checklist]. Calculation: May 15, 2024 to May 15, 2026 = 24 months; May 15, 2026 to June 20, 2026 = 1 month and 5 days; total appraisal age = 25 months and 5 days. Comparison: 25 months and 5 days exceeds the 24-month appraisal requirement [KYC QA packet]. Business implication: the appraisal is older than the permitted covenant interval and the collateral file does not satisfy the updated-appraisal r..."
