bench_id,workflow,task,line_number,sem_tags,all_tags,rarity_keep_score,task_pass_count,generic_hits,keep_hits,selection_score,query
tonight_hard_line_322,Decision and Structuring,Portfolio proposal,322,DB1;DB4;DB9;EG1;EG2;EG5;FP2;QV2,DB1;DB4;DB9;EG1;EG2;EG5;FP1;FP2;FP3;FP4;FP6;QV2,0.2643,4,6,0,15.736,"Prepare a education funding glidepath proposal for Willow 529 Portfolio. Present the output as glidepath comparison table. Use only the provided documents and cite the visible material labels for material facts. The proposal must calculate drift from the 2-year glidepath target; note that tax-lot data is unavailable; recommend de-risking, hold, or exception; and do not invent tax consequences. Address the client objective, current portfolio facts, and policy constraints supplied in the context. Produce the education funding glidepath proposal under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the education funding glidepath proposal with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the education funding glidepath proposal with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_115,Research and Due Diligence,Background screening,115,DB9;EG1;EG2;EG5;QV2;QV4,DB9;EG1;EG2;EG5;FP3;FP4;FP6;QV2;QV4,0.3898,6,5,0,15.61,"Fill out an adverse-media escalation threshold checklist for Fjordline Apparel. Test the complaint-count, Compliance-hit, and pending-litigation thresholds separately; show the numeric comparison for each applicable threshold; cite the source data; and recommend which team, if any, receives escalation. Do not escalate to Compliance based only on late-payment media. Produce the adverse-media escalation threshold checklist under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the adverse-media escalation threshold checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the adverse-media escalation threshold checklist to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_312,Risk and Compliance Review,Internal control review,312,DB9;EG1;EG2;EG5;QV2,DB9;EG1;EG2;EG5;FP1;FP4;FP6;QV2,0.0564,5,5,0,14.944,"Draft a complaint-intake control deficiency memo for CI-612. Use only the context documents. Classify whether the email is a written complaint or oral service issue under the procedure, test one-business-day logging and five-business-day acknowledgement requirements, identify missing Compliance assignment, and name the corrective action owner needed to remediate the intake control. Produce the complaint-intake control deficiency memo under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the complaint-intake control deficiency memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the complaint-intake control deficiency memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_308,Risk and Compliance Review,Regulatory issue escalation,308,DB4;DB9;EG1;EG2;EG5;QV2,DB4;DB9;EG1;EG2;EG5;FP2;FP3;FP4;FP6;QV2,0.0734,3,6,0,14.927,"Draft a short-sale compliance escalation brief for ESC-2024. Identify order count, security scope, manual override reason, locate evidence gap, and fail-to-deliver check. cite visible material labels, compare the 83 orders to the escalation threshold, name required recipients, and do not state that the short sales were unlawful. Produce the short-sale compliance escalation brief under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the short-sale compliance escalation brief with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_275,Risk and Compliance Review,Regulatory issue escalation,275,DB4;DB9;EG1;EG2;EG5;QV2,DB4;DB9;EG1;EG2;EG5;FP3;FP4;FP6;QV2,0.0734,3,6,0,14.927,"Assemble a vendor-risk escalation packet for ESC-2021. Score each trigger as Met, Not met, or Unknown; cite visible material labels; compare notice delay and service outage to the 24-hour thresholds; identify required recipients; list missing forensic and notice-analysis facts; and do not state that data exfiltration occurred. Produce the vendor-risk escalation packet under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the vendor-risk escalation packet with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the vendor-risk escalation packet to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_289,Risk and Compliance Review,Covenant check,289,DB4;DB9;EG1;EG2;EG5;QV2,DB4;DB9;EG1;EG2;EG5;FP2;FP3;FP4;FP6;QV2,0.0734,3,6,0,14.927,"Assess whether the Horizon Biofuels cross-default trigger is met. Organize the answer as Amount Test, Default Status, Acceleration Right, Open Evidence, and Escalation Recommendation. Use only the provided materials, compare the other debt amount with the $2.0 million threshold, identify what is confirmed versus still unverified, and do not state that acceleration has occurred unless the documents say so. Produce the cross-default trigger assessment under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the cross-default trigger assessment with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_009,Research and Due Diligence,Financial statement analysis,9,DB4;DB6;DB9;EG1;EG2;QV2,DB4;DB6;DB9;EG1;EG2;FP2;FP3;FP4;FP6;QV2,0.0875,3,6,0,14.913,"Build a covenant waiver evidence checklist for Granite Solar. Use rows for each covenant and separate rows for missing waiver evidence. Use only the documents, cite visible material labels, calculate net leverage and interest coverage, mark each covenant as Pass, Breach, or Cannot determine, list the missing consent/payment schedule/CFO certification evidence, and do not state that a waiver is granted. Produce the covenant waiver evidence checklist under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the covenant waiver evidence checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_137,Research and Due Diligence,Financial statement analysis,137,DB4;DB6;DB9;EG1;EG2;QV2,DB4;DB6;DB9;EG1;EG2;FP1;FP3;FP4;FP6;QV2,0.0875,3,6,0,14.913,"Prepare a products/services mix benchmark for Nimbus Mobile using Apple as the comparable. Use one table and three bullets. Use only the context, cite visible material labels, calculate services revenue share and category gross margins for both companies, compute Nimbus Mobile services-share gap versus Apple, flag whether the mix-gap rule is triggered, and do not present Apple as the company being analyzed. Produce the products/services mix benchmark under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the products/services mix benchmark with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the products/services mix benchmark with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_021,"Execution, Monitoring, Reporting, and Operations",Post-investment / post-loan review,21,DB1;DB9;EG1;EG2;EG5;QV2,DB1;DB9;EG1;EG2;EG5;FP2;FP3;FP4;FP6;QV2,0.1473,5,5,0,14.853,"Prepare a construction loan draw review for Lakeshore Mixed-Use LLC. Calculate maximum cumulative funding supported by inspector completion percentage, compare it with prior draws plus Draw 4, identify missing lien waiver evidence, and recommend Fund, Partial Fund, or Hold with the unsupported amount if any. Use only the provided documents and cite the visible material labels for material facts. Produce the construction loan draw review under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the construction loan draw review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_124,Risk and Compliance Review,Regulatory issue escalation,124,DB4;DB9;EG1;EG2;EG5;FP1;QV2,DB4;DB9;EG1;EG2;EG5;FP1;FP2;FP3;FP4;FP6;QV2,0.2401,3,6,0,14.76,"Prepare an exam-finding escalation response outline for ESC-2016 with headings Finding summary, Client impact, Validation plan, Response deadline, Owner, and Open issues. cite visible material labels, decide whether CCO, CFO, and Legal escalation is required, preserve the June 15 2026 response deadline, identify validation gaps, and do not promise a final restitution amount. Produce the exam-finding escalation response outline under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the exam-finding escalation response outline with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_347,Decision and Structuring,Underwriting memo,347,DB9;EG1;EG2;EG5;QV2,DB9;EG1;EG2;EG5;FP1;FP3;FP4;FP6;QV2,0.0564,4,5,0,13.944,"Create a medical equipment underwriting condition memo for Cobalt Imaging. Verify advance rate against the 80% limit, compare useful life to lease tenor, compute DSCR, and decide whether the unsigned maintenance contract and missing insurance binder are credit exceptions or closing conditions. Use only the file materials and cite visible material labels beside each decision. Produce the medical equipment underwriting condition memo under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the medical equipment underwriting condition memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the medical equipment underwriting condition memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_106,Decision and Structuring,Trade order ticket preparation,106,DB6;DB9;EG1;EG2;QV2,DB6;DB9;EG1;EG2;FP2;FP3;FP4;FP6;QV2,0.0705,4,5,0,13.929,"Prepare the block allocation instruction ticket for the CLUT order. Show total block quantity, each account allocation, allocation rationale, and a reconciliation check that allocations sum to the 20,000-share block. If the allocations do not reconcile, classify the ticket as Allocation Exception; otherwise classify it as Ready for trader release. Produce the block allocation instruction ticket under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the block allocation instruction ticket with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_186,"Execution, Monitoring, Reporting, and Operations",Client review report,186,DB4;DB6;DB9;EG2;QV2,DB4;DB6;DB9;EG2;FP2;FP3;FP4;FP6;QV2,0.076,4,5,0,13.924,"Create an issuer concentration exception report for Oakline Dividend Strategy. Use a two-row table for market-value concentration and income concentration, compare Fairoaks Utilities with each stated limit, classify the exception status, include the monitoring action required by the workflow, compare month-to-date return with the benchmark, and avoid recommending an immediate sale if the ex-dividend blocker applies Frame the note for inclusion in a client review package. Produce the issuer concentration exception report under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the issuer concentration exception report with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_297,"Execution, Monitoring, Reporting, and Operations",Client review report,297,DB4;DB6;DB9;EG2;QV2,DB4;DB6;DB9;EG2;FP1;FP3;FP4;FP6;QV2,0.076,4,5,0,13.924,"Draft a restricted holding monitoring alert for Willow ESG Mandate. Identify each restricted issuer with nonzero exposure, show the exposure percentage and source, classify the exposure as Direct or Indirect, state whether Compliance escalation is required, compare portfolio return with the ESG benchmark, and do not suggest instructing the index manager to remove a security Frame the note for inclusion in a client review package. Produce the restricted holding monitoring alert under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the restricted holding monitoring alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the restricted holding monitoring alert with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_267,"Execution, Monitoring, Reporting, and Operations",Month-end close / financial reporting support,267,DB4;DB7;DB9;EG1;EG2;EG5;QV2,DB4;DB7;DB9;EG1;EG2;EG5;FP1;FP4;FP6;QV2,0.0942,6,6,1,13.906,"Draft a late adjustment approval memo for Summit Media October 2026. Use only the provided documents and cite visible material labels. State the JE amount, account impact, reason, approvals obtained and missing, test the request against the LA-1 post-distribution threshold, and decide whether package reissue is permitted without saying it has been reissued. Produce the late adjustment approval memo under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the late adjustment approval memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the late adjustment approval memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_165,Decision and Structuring,Trade order ticket preparation,165,DB1;DB4;DB9;EG2;EG5;QV2,DB1;DB4;DB9;EG2;EG5;FP3;FP4;FP6;QV2,0.1528,4,5,0,13.847,"Prepare a tax-lot sale ticket for the OCWR instruction. Verify whether the 2023-03-14 lot contains enough shares for the requested 100-share sale, classify the ticket as Ready or Lot Clarification Hold, show the lot evidence, preserve the client-specified limit price and day TIF, and do not automatically use another tax lot. Produce the tax-lot sale ticket under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the tax-lot sale ticket with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the tax-lot sale ticket to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_201,Intake and Profiling,Loan application intake,201,DB1;DB4;DB7;DB9;EG1;EG2;EG5;QV2,DB1;DB4;DB7;DB9;EG1;EG2;EG5;FP2;FP3;FP4;FP6;QV2,0.1851,6,6,1,13.815,"Prepare a proceed-to-underwriting readiness memo for Meridian Cold Storage LLC. Use only the provided context and cite visible material labels for the readiness factors. State whether the file goes to standard underwriting, Credit Review, or intake hold; compute DSCR; explain whether interim financials are required under the 120-day rule; and do not approve or decline the loan. Produce the proceed-to-underwriting readiness memo under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the proceed-to-underwriting readiness memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_002,Decision and Structuring,Underwriting memo,2,DB4;DB9;EG1;EG2;QV2;QV7,DB4;DB9;EG1;EG2;FP1;FP3;FP4;FP6;QV2;QV7,0.3863,4,5,0,13.614,"Draft a red-flag underwriting memo for NorthLoop data center. Calculate base and cost-overrun DSCR, flag single-offtaker concentration, identify the delayed grid interconnection study as open diligence, and provide one mitigant tied to escrowed sponsor equity. Use only the documents, cite sources, and do not infer that grid work is complete. Produce the data center project underwriting red-flag memo under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any stress, sensitivity, shock, downside, or scenario test, keep the assumption, horizon, source inputs, formula or comparison, and final result tied together; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the data center project underwriting red-flag memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the data center project underwriting red-flag memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_076,Intake and Profiling,Loan application intake,76,DB4;DB7;DB9;EG1;EG2;EG5;QV2;RC4,DB4;DB7;DB9;EG1;EG2;EG5;FP2;FP3;FP4;FP6;QV2;RC4,0.4276,6,6,1,13.572,"Draft a stale-financials intake hold note for Northlake Fitness LLC. Use only the provided context and cite visible material labels. Apply the 120-day financial-statement rule, state whether DSCR can be computed from the packet, identify leasehold-improvement evidence still missing, and list the exact items needed to clear the hold. Do not estimate EBITDA or approve credit. Produce the stale-financials intake hold note under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the stale-financials intake hold note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_067,"Execution, Monitoring, Reporting, and Operations",Reconciliation,67,DB4;DB7;DB9;EG1;EG2;EG5;QV2,DB4;DB7;DB9;EG1;EG2;EG5;FP1;FP3;FP4;FP6;QV2,0.0942,5,6,1,12.906,"Build a cash ledger break table for Oakline Treasury Sweep. Start from the bank statement and internal cash ledger balances, subtract only the documented deposit in transit, compute the adjusted cash variance, apply the $100 open-break threshold, assign the owner, include an aging bucket, and list the records that must remain traceable. Use only the provided materials and do not mark the item reconciled if the adjusted break remains above threshold. Produce the cash ledger break table under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the cash ledger break table with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the cash ledger break table with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_018,Decision and Structuring,Loan approval package,18,DB2;DB6;DB9;EG1;EG2;QV2,DB2;DB6;DB9;EG1;EG2;FP2;FP3;FP4;FP6;QV2,0.1705,3,5,0,12.829,"Build an approval package readiness checklist for Harbor Kitchen Supply LLC. Use only the provided documents and cite visible material labels in the Evidence Present column. Format the answer as a table with Package Area, Evidence Present, Gap or Condition, Owner, and Readiness Status columns. Reconcile the sources-and-uses line items to the reported total, classify the package as Ready, Conditional, or Not Ready, and identify the required approval authority. Do not classify the package as Ready if any required evidence is missing or the totals fail to reconcile. Produce the approval package readiness checklist under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels. Open the approval package readiness checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
